Context_id,Story,Question,Question_Type,Answer,Candidate_Answers,Steps_of_Reasoning,Is_Commonsense_Question,model_answer
annotations/01/1339.eng,"A room with an unmade bed ( just the mattress ) , a wooden door on the right , a separate bathroom on the left white tiles on the floor walls look like marmol",Is the door below the white thing?,YN,No,"Yes, No",2.0,True,No
annotations/01/1212.eng,"a room with light yellow walls , two wooden ornamental strips , a double bed with a blue and brown striped bedcover , a night table with a red lamp and an ashtray",Is the table far from the blue thing?,YN,No,"Yes, No",,True,No
images/00/957.jpg,"a dark-skinned , dark-haired girl wearing a traditional green hat , a red pullover , a blue vest ( open ) and earrings . a grey house and short grass in the background .",Are the red thing and blue thing touching?,YN,Yes,"Yes, No",1.0,True,No
annotations/01/1360.eng,"a yellow house with a thatched roof on the left , a hut with a thatched roof on the right , and in front of them a footpath to a hot spring pool which is surrounded by stones and flowers meadows and forests in the background",Is the yellow thing behind the flowers?,YN,Yes,"Yes, No",,False,No
images/01/1146.jpg,"a room with two single beds made of wood and green , white and red bedcover , with a night table with a lamp on the left of each bed . curtains on the very left .",Are the curtains behind the beds?,YN,No,"Yes, No",,,No
annotations/00/812.eng,"a dark-skinned , dark-haired girl in a grey T-Shirt is standing in a classroom a wall made of red bricks in the background",Is the grey thing outside of the classroom,YN,No,"Yes, No",2.0,False,No
annotations/01/1204.eng,"a room with light blue walls , a double bed made of wood with a purple bedcover , a night table with a phone , remote controls and a lamp on the right , and a fridge on the left",Is the purple thing left of the phone?,YN,Yes,"Yes, No",,False,No
annotations/01/1217.eng,"a room with light blue walls , two single beds ( one of it is fully visible ) made of wood and a night table with a lamp , a phone and a phone book in between , above it a painting , and a curtain in front of a window on the right",Is the phone behind the curtain?,YN,Yes,"Yes, No",,False,No
images/01/1086.jpg,a room with two single beds and a lamp above one bed . half of the walls is covered by wood . a table with two chairs at the back ( next to a window ) . a vase with flowers on the table :,Is the vase in the middle of table?,YN,No,"Yes, No",,,No
images/01/1132.jpg,"a white , two-storey house with a big , blue Hotel Plaza writing . there is an iron fence in front of the house and a tree on the right .",Is the writing in front of the house?,YN,Yes,"Yes, No",,,Yes
annotations/01/1387.eng,"a room with two double beds and a night table with a lamp and a phone in between , a painting above it on the white wall , a light blue ornamental strip and a dark green on the left",Is the phone to the right of the light blue thing?,YN,Yes,"Yes, No",2.0,False,No
annotations/00/855.eng,"a dark-skinned , dark-haired boy in a grey and blue jumper is standing next to a desk in a classroom a poster on a red brick wall behind him a picture of a sunflower on the wall next to him",Is the poster behind the desk?,YN,Yes,"Yes, No",,False,No
images/01/1149.jpg,"a white house with arches , columns and flower pots at the entrance . there is another arched gate in red colour behind it , and an iron rail on the balcony of the second floor .",Are the arches contain the white thing?,YN,No,"Yes, No",,,Yes
images/00/963.jpg,"a dark-skinned , dark-haired girl wearing a black hat , a grey tee-shirt , a dark green vest and a light green poncho , is standing in the backyard of a house . a white painted house with a thatched roof and a wooden fence in the background . there is also a plastic bag in front of the fence .",Are the green thing and black thing touching?,YN,No,"Yes, No",1.0,True,Yes
images/01/1333.jpg,"a red , two-storey building with large doors and windows and rails in front of it .",Is the Building in front of doors?,YN,No,"Yes, No",1.0,,No
images/01/1157.jpg,"a large room with yellow walls . there are two single beds with light blue bedcovers on the left , and two arm chairs on the right . there is a table , two red chairs , a potted plant and a window with light blue curtains in the background .",Are the walls the same place as the room?,YN,Yes,"Yes, No",,,Yes
images/00/692.jpg,"there are two social workers in the foreground . one wearing a red pullover and brown pants is bending over to access the blue paint . the other one in a red tee-shirt and black jeans is watching her . at the back of the room there is another worker wearing a white tee-shirt and blue jeans , acutally painting . there are many newspapers on the ground to protect the kindergarten floor . all three workers are wearing a mask .",Is the backroom in front of the pullover?,YN,No,"Yes, No",2.0,,No
annotations/00/854.eng,"a dark-skinned , dark-haired boy is wearing a blue pullover with a white elephant having a yellow hat on its head at the front the boy is sitting at his desk in a classroom two kids are sitting behind him writing bienvenidos on the wall",Is the blue thing in front of the writing?,YN,Yes,"Yes, No",2.0,False,No
annotations/01/1361.eng,"a white house with two large windows with wooden frames , two wooden pillars at the terrace with wooden benches and a wooden table there are mountains in the background on the right",Are the frames near the white thing?,YN,Yes,"Yes, No",1.0,True,Yes
images/01/1167.jpg,a table with four chairs around it on a couryard of a light yellow house plastered with red bricks and with a lot of plants . there is a pink hammock in the background on the right .,Is the right inside the pink thing?,YN,No,"Yes, No",,,No
annotations/01/1401.eng,"children in a swimming pool in a garden that is surrounded by a green wall there are two canvas chairs , white tables and chairs , a clothesline and a sunshade in the shade behind the pool there is also the corner of a green house on the left there are trees in the background",Is the pool near the green thing?,YN,Yes,"Yes, No",1.0,True,Yes
images/00/958.jpg,"a dark-skinned , dark-haired girl wearing a black hat , a white cardigan , a green vest and a golden necklace . two houses in the background , one with a grey roof , the other one with a light brown roof . short grass and some large stones in the background .",Is the grass close to the stons?,YN,Yes,"Yes, No",,True,Yes
images/00/683.jpg,"Three women are sitting on a wooden bench in front of an about one metre high , red brick wall . they are all wearing skirts and jumpers with gilets . two of them are wearing a hat too. one man is standing behind the wall. a wooden door on the left is being held open by a red brick .",Is the man behind the hat?,YN,Yes,"Yes, No",1.0,,No
annotations/00/841.eng,"a dark-skinned , dark-haired boy in a white tee-shirt is sitting at his desk in a classroom more kids in the background are looking at the camera too",Are the kids in front of the white thing?,YN,No,"Yes, No",2.0,False,Yes
annotations/01/1348.eng,"Cobbled street , greenish hotel on the right a few people on the sidewalk car in the street",Is the street left of the green thing?,YN,Yes,"Yes, No",,False,No
annotations/00/832.eng,"a dark-skinned , dark-haired girl wearing a pinkish greyish pullover is sitting at a desk in front of a building",Is the building in front of the desk?,YN,No,"Yes, No",,False,No
annotations/01/1367.eng,"two single beds with blue bedcovers , a night table each with lamps on both sides , a picture over each of the beds on the light brown wall , and a very wide window with white curtains in the background on the right",Is the white thing behind the lamps?,YN,Yes,"Yes, No",,False,No
annotations/00/831.eng,"a dark-skinned , dark-haired girl wearing a green vest is standing at her desk in a classroom in front of a wall made of red bricks",Is the desk in front of the red thing?,YN,Yes,"Yes, No",2.0,False,Yes
annotations/01/1346.eng,Orange house surrounded by palm trees and bushes next to a river,Are the palm trees near the river?,YN,Yes,"Yes, No",2.0,False,Yes
annotations/00/853.eng,"a dark-skinned , dark-haired boy in a very colourful pullover is standing in between two desks in a classroom there is a poster on the red brick wall in the background",Is the colorful thing in front of the poster?,YN,Yes,"Yes, No",,False,Yes
annotations/00/826.eng,"a dark-skinned , dark-haired girl wearing a red coat is sitting at a desk in front of a building",Is the girl in the red thing?,YN,Yes,"Yes, No",,True,Yes
images/01/1109.jpg,a room with a king-size bed with purple bedcover . window and white curtains on the left .,Is the window disconnected the white things?,YN,No,"Yes, No",,,No
annotations/00/850.eng,"a dark-skinned , dark-haired girl in white a shirt and black pants with black suspenders is standing between a desk and a red brick wall in a classroom",Is the black thing close to the desk?,YN,Yes,"Yes, No",,False,Yes
annotations/01/1417.eng,"front view of a house with white walls , wooden balconies , blue rails , grey columns and a brown supporting wall there are also an entrance with lots of flowers and two palm trees in front of the house",Is the blue things behind the trees?,YN,Yes,"Yes, No",,False,No
annotations/01/1216.eng,"a bungalow with two hammocks in front of the entrance and two trees next to it there are people at the entrance , and a meadow and a forest in the background",Is the trees near to the hammocks?,YN,Yes,"Yes, No",,False,Yes
annotations/00/848.eng,"a dark-skinned , dark-haired boy in a blue , white and orange striped jumper is standing in a classroom a girl is sitting at a desk behind him two comic figures on the wall in the background",Is the blue thing behind the desk?,YN,No,"Yes, No",2.0,False,No
annotations/01/1341.eng,King-sized bed in a room red and white chequered bedcover night tables on both sides of the bed walls are made of red bricks painting on the wall,Is the painting far from the bed?,YN,No,"Yes, No",2.0,False,Yes
images/00/992.jpg,"a dark-skinned , dark-haired girl in a white shirt in front of a painted wall . the painting shows a sunset behind a hill and a tree .",Is the sunset behind the hills?,YN,Yes,"Yes, No",,True,Yes
annotations/00/808.eng,"a dark-skinned , dark-haired boy wearing a blue jumper with a yellow collar is standing in front of a brown door",Is the yellow thing behind the door?,YN,No,"Yes, No",2.0,False,No
annotations/01/1341.eng,King-sized bed in a room red and white chequered bedcover night tables on both sides of the bed walls are made of red bricks painting on the wall,Is the red and white thing far from the tables?,YN,No,"Yes, No",2.0,False,No
annotations/00/801.eng,"a dark-skinned , dark-haired girl in a white tee-shirt with red edges",Is the girl touching the white thing?,YN,Yes,"Yes, No",1.0,True,Yes
images/01/1187.jpg,"a room with white walls , a double bed with a yellow and red chequered bedcover , a night table of both sides and a burning lamp on the left . there is also a wooden table and chair in the background and a fridge in the foreground on the right .",Is the lamp below the night table?,YN,No,"Yes, No",,,No
annotations/01/1348.eng,"Cobbled street , greenish hotel on the right a few people on the sidewalk car in the street",Is the green thing right of the people?,YN,Yes,"Yes, No",,False,Yes
images/00/996.jpg,"a dark-skinned , dark-haired girl with a traditional green hat , black chequered pants and a pink violet poncho is standing in front of a white wall with a light blue fillet .",Are the pink thing and black thing touching?,YN,No,"Yes, No",1.0,,No
annotations/01/1361.eng,"a white house with two large windows with wooden frames , two wooden pillars at the terrace with wooden benches and a wooden table there are mountains in the background on the right",Is the frames disconnected the white thing?,YN,No,"Yes, No",,True,No
annotations/00/810.eng,"a dark-skinned , dark-haired boy in a blue pullover is sitting on a green bench colourful handprints on the wall behind him",Is the hair far from the blue thing?,YN,No,"Yes, No",,True,No
images/00/967.jpg,"portrait of a coloured , dark-haired boy with a bit washed-out green hat , white tee-shirt and a claret vest pullover , in front of a branch of a conifer .",Are the green thing and white thing touching?,YN,No,"Yes, No",1.0,True,No
annotations/00/869.eng,"a dark-skinned , dark-haired girl in grey tee-shirt is sitting at a desk in a classroom",Is the grey thing far from the desk?,YN,No,"Yes, No",,True,No
annotations/00/798.eng,"a dark-skinned , dark-haired girl in a red tee-shirt is holding a green pencil",Is the green thing near the red thing?,YN,Yes,"Yes, No",2.0,True,Yes
annotations/00/809.eng,"a dark-skinned , dark-haired girl in a pink pullover is sitting on green bench colourful handprints on the wall behind her",Is the green far from pink thing?,YN,No,"Yes, No",,False,No
images/00/963.jpg,"a dark-skinned , dark-haired girl wearing a black hat , a grey tee-shirt , a dark green vest and a light green poncho , is standing in the backyard of a house . a white painted house with a thatched roof and a wooden fence in the background . there is also a plastic bag in front of the fence .",Is the plastic bag in front of the fence?,YN,Yes,"Yes, No",1.0,False,Yes
images/01/1159.jpg,"a room with white walls , a double bed made of wood with an orange and blue bedcover and a night table with a lamp to the left . there is also a window with a wooden frame and a light brown curtain on the very left .",Is the room inside the blue thing?,YN,No,"Yes, No",,,No
annotations/01/1522.eng,"the end of a glacier , with broken off ice floes that are floating in front of it snowcovered mountains in the background",Is the glacier in front of the floes?,YN,No,"Yes, No",,False,No
images/00/955.jpg,"a dark-haired , dark-skinned girl wearing a dark green hat , a grey pullover with blue sleeves and a light blue and yellow necklace . a grey brick wall and short grass in the background .",Is the yellow thing above the blue thing?,YN,No,"Yes, No",1.0,True,Yes
annotations/00/855.eng,"a dark-skinned , dark-haired boy in a grey and blue jumper is standing next to a desk in a classroom a poster on a red brick wall behind him a picture of a sunflower on the wall next to him",Is the grey thing far from the desk?,YN,No,"Yes, No",,True,No
annotations/00/852.eng,"a dark-skinned , dark-haired girl in a black pullover is sitting at her desk in the classroom",Is the desk near the black thing?,YN,Yes,"Yes, No",2.0,True,Yes
images/01/1129.jpg,"a roofed terrace with hammocks , wooden pillars , a wooden rail and a view onto the jungle in the background .",Is the roofed thing in front of the jungle?,YN,Yes,"Yes, No",,,Yes
images/00/690.jpg,"Lots of locals ( both kids and adults ) in front of a blue building . one kid is about to slide down the slide , with one grown up waiting to catch it . another woman is carrying a basket in her left hand , with a kid holding her other hand . others are just sitting around or are standing in the background . there are snow covered mountains in the distant background .",Is the kid behind the grown up?,YN,Yes,"Yes, No",1.0,True,No
images/01/1314.jpg,"a white bungalow with a huge , brown hill behind it and trees , a sunshade , plastic chairs , a plastic table and canvas chairs in front of it . a white bungalow with a huge , brown hill behind it and trees , a sunshade , plastic chairs , a plastic table and canvas chairs in front of it .In the foreground one can also see a part of a swimming pool .",Is the hill in front of the pool?,YN,Yes,"Yes, No",,True,No
images/00/953.jpg,"a dark-skinned , dark-haired girl wearing a black hat , a white pullover underneath a large , red poncho and a brown necklace . a grey brick wall and short grass in background .",Are the red thing and black thing touching?,YN,No,"Yes, No",1.0,,Yes
annotations/01/1365.eng,view of a jungle lodge with a thatched roof and a very dense jungle vegetation around it there are stairs on the left,Is the roof far from the vegetation?,YN,No,"Yes, No",,False,No
annotations/00/864.eng,"a dark-skinned , dark-haired girl wearing a green and white pullover and carrying a backpack with pink straps is standing in a classroom one more girl in the background",Is the backpack in front of the girl?,YN,No,"Yes, No",1.0,True,No
annotations/00/825.eng,"a dark-skinned , dark-haired boy with a grey shirt is standing in a room in front of a wall made of red bricks",Is the grey thing behind the red thing?,YN,No,"Yes, No",,False,No
images/01/1125.jpg,"a wooden house with green window frames , a small balcony on the left and a green Unmittelbare Treffer corrugated sheet roof above it . there are plants in front of the house and trees behind it .",Is the roof above the balcony?,YN,Yes,"Yes, No",,,Yes
annotations/01/1335.eng,"Front view of a house made of red bricks , with large wooden windows and white curtains",Is the house inside of the white thing?,YN,No,"Yes, No",1.0,True,No
annotations/01/1367.eng,"two single beds with blue bedcovers , a night table each with lamps on both sides , a picture over each of the beds on the light brown wall , and a very wide window with white curtains in the background on the right",Is the white thing in front of the lamps?,YN,No,"Yes, No",2.0,False,No
images/00/950.jpg,"a dark-haired girl wearing a black hat , a yellow tee-shirt and a white vest underneath a green vest , and a necklace with white and green glass beads .",Is the hat under the beads?,YN,No,"Yes, No",,True,No
images/00/709.jpg,a destroyed house with the wreckage lying around in front it . three ordinary a bit elevated houses in the background .,Is the elevated houses behind the wreckage?,YN,Yes,"Yes, No",,True,Yes
images/01/1122.jpg,"a room with white and orange walls and a brown ornament . there is a double bed made of iron , light brown pillows , white bedcover and towels . a night table with a bedside lamp and a phone on the right . and a window with white curtains on the very right .",Is the table below the phone?,YN,Yes,"Yes, No",,,No
images/00/684.jpg,"photo of a classroom with some kids sitting at their desks , others standing at their desks , waving into the camera , laughing. two kids are eating their lunch in the foreground . there is a wooden wall with pictures of two comic figures in the background .",Are the kids behind their desks?,YN,Yes,"Yes, No",2.0,,Yes
annotations/01/1374.eng,a room with white walls and an integrated double bed with a dark orange blanket there is a lampe on the wall above the bed,Is the bed contain the orange thing?,YN,No,"Yes, No",,True,Yes
images/00/951.jpg,"a dark-skinned , dark-haired girl wearing a black hat , a red vest and a brown necklace , in the backyard of a house .",Is the Necklace above the house?,YN,No,"Yes, No",1.0,,No
images/00/738.jpg,Excited kids are standing at their desks in a classroom . some of them seem to be very happy and are laughing . there are pictures of trees on the wall at the back . two girls have an open book on their desk .,Is the book behind the wall?,YN,No,"Yes, No",1.0,,No
images/01/1075.jpg,"interior view of a room containing a double bed with a blue and white chequered bedcover and a single bed with a brownish green bedcover , with a wooden night table and a bedside lamp in between . light and dark brown tiles on the floor .",Is the night table above the double bed?,YN,No,"Yes, No",,,No
annotations/00/851.eng,"a dark-skinned , dark-haired boy wearing a white shirt underneath a black pullover is standing in a classroom other kids are working in the background",Is the kids in front of the black thing?,YN,No,"Yes, No",,False,Yes
images/00/692.jpg,"there are two social workers in the foreground . one wearing a red pullover and brown pants is bending over to access the blue paint . the other one in a red tee-shirt and black jeans is watching her . at the back of the room there is another worker wearing a white tee-shirt and blue jeans , acutally painting . there are many newspapers on the ground to protect the kindergarten floor . all three workers are wearing a mask .",Is the newspaper bellow the paint?,YN,Yes,"Yes, No",1.0,True,Yes
annotations/00/828.eng,"a dark-skinned , dark-haired boy wearing a grey pullover is sitting at his desk in his classroom there are some of his classmates in the background",Is the grey thing touching the boy?,YN,Yes,"Yes, No",1.0,True,Yes
annotations/00/806.eng,"a dark-skinned , dark-haired girl wearing a dark blue jumper and a light blue skirt is sitting at a desk in front of a building",Is the building behind a desk?,YN,Yes,"Yes, No",2.0,False,No
images/01/1140.jpg,a courtyard of a white building with a stone fountain and potted plants .,Is the white thing inside the plants?,YN,No,"Yes, No",,,No
annotations/01/1387.eng,"a room with two double beds and a night table with a lamp and a phone in between , a painting above it on the white wall , a light blue ornamental strip and a dark green on the left",Is the beds under the painting?,YN,Yes,"Yes, No",,False,No
annotations/01/1401.eng,"children in a swimming pool in a garden that is surrounded by a green wall there are two canvas chairs , white tables and chairs , a clothesline and a sunshade in the shade behind the pool there is also the corner of a green house on the left there are trees in the background",Is the pool left of the house?,YN,No,"Yes, No",,False,No
images/00/943.jpg,"a dark-skinned boy wearing a black Nike cap , a chequered shirt and a red jacket ( that is black inside ) is standing in the meadow behind a house . a dark-skinned boy wearing a black Nike cap , a chequered shirt and a red jacket ( that is black inside ) is standing in the meadow behind a house .. some rocks and stones in the background .",Are the red thing and black thing touching?,YN,No,"Yes, No",1.0,True,Yes
annotations/00/828.eng,"a dark-skinned , dark-haired boy wearing a grey pullover is sitting at his desk in his classroom there are some of his classmates in the background",Is the desk far from the grey thing?,YN,No,"Yes, No",,True,No
images/01/1131.jpg,"a room with white walls , a single bed made of wood with white and violet bedcover . on the left and on the right there is a window with white and violet curtains .",Is the violet thing disconnected the window?,YN,No,"Yes, No",,,No
annotations/00/790.eng,"a dark-skinned , dark-haired boy wearing a blue pullover is standing in front of a brown door",Is the door in front of the hair?,YN,No,"Yes, No",2.0,False,No
images/00/951.jpg,"a dark-skinned , dark-haired girl wearing a black hat , a red vest and a brown necklace , in the backyard of a house .",Are the red thing and black thing touching?,YN,No,"Yes, No",1.0,True,Yes
annotations/01/1360.eng,"a yellow house with a thatched roof on the left , a hut with a thatched roof on the right , and in front of them a footpath to a hot spring pool which is surrounded by stones and flowers meadows and forests in the background",Is the flowers behind the forest?,YN,No,"Yes, No",,False,No
images/01/1196.jpg,a room with a wall made of red bricks ( on the left ) and a white wall with two pictures ( on the right ) . there are two single beds with brown blankets and a night table and a lamp in between . there is also a window with purple curtains on the left .,Are the blankets in the middle of the beds?,YN,No,"Yes, No",,,No
annotations/00/834.eng,"a dark-skinned , dark-haired girl in black vest is sitting at a desk outside the classroom grey brick walls at the back a cardboard box is standing on the sandy floor on the left",Is the desk far from the girl?,YN,No,"Yes, No",1.0,True,No
annotations/01/1221.eng,"a room with walls that are wallpapered in grey and brown and a double bed with a multicoloured bedcover , night tables on both sides , an iron ornament behind it and two lamps above it there is also a window with curtains on the very left",Is the curtains left of the lamps?,YN,Yes,"Yes, No",,False,Yes
annotations/01/1352.eng,"Two single beds , made of wood , painted white , with red and orange bedcovers white door on the right window with red curtains on the left",Is the curtains right of the orange things?,YN,No,"Yes, No",,False,Yes
images/00/705.jpg,"Seven tourists are visiting a classroom . children are sitting at round tables , nearly all of them wearing a green hat ( except for two kids ) . tourists are smiling at the kids . there are posters and maps on the wall in the background .",Is the poster behind the tourists?,YN,Yes,"Yes, No",,True,Yes
annotations/01/1393.eng,a double bed made of wood with white bedcover and two white pillows in a room with a crate and white walls above it there are red ornaments around the entrance on the right,Is the crate right of the red thing?,YN,No,"Yes, No",,False,No
images/01/1106.jpg,"Exterior shot of a large , brownish hotel .",Is the shot have the hotel?,YN,Yes,"Yes, No",,,Yes
images/00/958.jpg,"a dark-skinned , dark-haired girl wearing a black hat , a white cardigan , a green vest and a golden necklace . two houses in the background , one with a grey roof , the other one with a light brown roof . short grass and some large stones in the background .",Is the grey thing below the brown thing?,YN,No,"Yes, No",1.0,True,No
annotations/01/1341.eng,King-sized bed in a room red and white chequered bedcover night tables on both sides of the bed walls are made of red bricks painting on the wall,Is the red and white thing in the red thing?,YN,Yes,"Yes, No",,False,Yes
annotations/01/1393.eng,a double bed made of wood with white bedcover and two white pillows in a room with a crate and white walls above it there are red ornaments around the entrance on the right,Are the pillows to the right of the red thing?,YN,No,"Yes, No",2.0,False,No
annotations/01/1407.eng,"a three-storey building made of red bricks , with red doors and a blue jalousie on the ground level the uppermost level is still partly under construction",Is the construction below the door?,YN,No,"Yes, No",2.0,False,No
annotations/00/798.eng,"a dark-skinned , dark-haired girl in a red tee-shirt is holding a green pencil",Is the green far from red things?,YN,No,"Yes, No",,True,No
images/00/679.jpg,"Four tourists are sitting on a bus. Four tourists are sitting on a bus. Two women in the front row with their heads turned around. another one in the second row looking out the window. and one man with sunglasses in the very last row , looking out the window too.",Are the women in front of the man?,YN,Yes,"Yes, No",,True,Yes
annotations/01/1389.eng,"a bald room with white walls , two bunk beds made of wood with white bedcovers , towels and pillows ( white and orange )",Is the white and orange things contain the beds?,YN,Yes,"Yes, No",,True,No
images/00/933.jpg,a dark-skinned dark-haired boy wearing a white cap ( with a green woodpecker on it ) and a white and pink jumper .,Are the green thing and white thing touching?,YN,Yes,"Yes, No",1.0,,Yes
annotations/00/818.eng,"a dark-skinned , dark-haired girl in red vest is sitting outside boulders in background",Are the boulders in front of the red thing?,YN,No,"Yes, No",2.0,False,No
images/01/1331.jpg,room with light green walls and one painting . two single beds ( one fully visible ) made of wood with red and grey bedcovers . two single beds ( one fully visible ) made of wood with red and grey bedcovers. Night table with a bedside lamp between the two beds .,Is the wall toching the painting?,YN,Yes,"Yes, No",2.0,,Yes
images/00/692.jpg,"there are two social workers in the foreground . one wearing a red pullover and brown pants is bending over to access the blue paint . the other one in a red tee-shirt and black jeans is watching her . at the back of the room there is another worker wearing a white tee-shirt and blue jeans , acutally painting . there are many newspapers on the ground to protect the kindergarten floor . all three workers are wearing a mask .",Is the black thing behind the brown thing?,YN,No,"Yes, No",1.0,,No
annotations/01/1383.eng,"a room with blue and white walls , two single beds with blue and light brown bedcovers , a night table in between , two paintings above it , a wooden bar in the foreground and a white door in the background on the left",Is the table in front of the white thing?,YN,Yes,"Yes, No",2.0,False,Yes
images/01/1029.jpg,"a man in white shirt , black jacket , grey pants and black shoes is sitting on a wooden chair and talking on the phone . on the right a wooden bed with white bedcovers . on the left ( before the man ) a wooden desk and a vase with flowers . there is a black brief-case in front of the chair , and there is also a picture hanging on the wall above the bed .",Is the vase touching the desk?,YN,Yes,"Yes, No",2.0,,Yes
annotations/00/806.eng,"a dark-skinned , dark-haired girl wearing a dark blue jumper and a light blue skirt is sitting at a desk in front of a building",Is the dark blue thing near the light blue thing?,YN,Yes,"Yes, No",1.0,True,Yes
annotations/00/864.eng,"a dark-skinned , dark-haired girl wearing a green and white pullover and carrying a backpack with pink straps is standing in a classroom one more girl in the background",Is the green thing overlap the backpack?,YN,Yes,"Yes, No",,True,No
annotations/01/1427.eng,"a room with white and orange walls , an orange double bed with white bedcovers and a window with dark brown window frames on the left",Is the dark brown thing to the right of the bedcovers?,YN,No,"Yes, No",2.0,False,No
annotations/01/1404.eng,"a room with a double bed made of wood , light pink walls , pillows and bedcovers there are night tables on both sides , a phone on the right , two lamps above the beds , a painting on the left and a window with a curtain on the very left",Are the pillows near the bed?,YN,Yes,"Yes, No",1.0,True,Yes
annotations/00/823.eng,"a dark-skinned , dark-haired girl is wearing a red vest and a red hair band",Is the red vest near the band?,YN,Yes,"Yes, No",2.0,True,Yes
annotations/00/851.eng,"a dark-skinned , dark-haired boy wearing a white shirt underneath a black pullover is standing in a classroom other kids are working in the background",Is the white thing in front of the kids?,YN,Yes,"Yes, No",,False,Yes
annotations/01/1234.eng,"a swimming pool with an artificial peninsula and a plant on it there are white canvas chairs , a table with four normal chairs , a thatched roof over a walk and a white house with a lot of timber on the left",Is the plant right of the table?,YN,Yes,"Yes, No",,False,No
images/00/737.jpg,many people are working on the bare brickwork of a house or are watching the workers from below . many wires are sticking out of the bare brickwork . one person is climbing up a ladder . many pallets are lying piled up in front of the house .,Is the wires over the pallets?,YN,No,"Yes, No",,True,No
images/00/736.jpg,"tourists are standing in front of the blackboard in a classroom . all the kids are sitting at their desks , some of them turned around to look at the camera . there is a clock above the blackboard , and also the letters Dios es amor between the clock and the blackboard , and higiene es salud on the side wall below the windows .",Is the clock below the school?,YN,No,"Yes, No",1.0,True,No
annotations/00/791.eng,"a dark-haired , dark-skinned girl is sitting on a red couch , wearing a pink pullover with a little bear",Is the red thing touching the pink thing?,YN,Yes,"Yes, No",,False,Yes
annotations/00/849.eng,"a dark-skinned , dark-haired girl in a white vest and black pants is standing next to a desk the lower half of a bottle of Kola Real is standing on a desk next to her a red brick wall in the background",Is the bottle disconnected the desk?,YN,No,"Yes, No",,True,No
annotations/00/821.eng,"a dark-skinned , dark-haired boy wearing dark blue dungarees and a light blue and pink pullover is standing in front of a brick-wall",Is the light blue and pink thing in front of the wall?,YN,Yes,"Yes, No",,False,Yes
annotations/01/1403.eng,"front view of a house in style of the Alpes: white walls , dark brown window frames made of wood , flower boxes below the windows , a little tower with red rooftiles and two palm trees and three flags in front of the entrance",Is the windows above the boxes?,YN,Yes,"Yes, No",,False,Yes
images/01/1183.jpg,"a room with white walls , a double bed made of wood with a multicoloured bedcover and a night table on both sides , each having a lamp above them . a parquet made of wood .",Is the parquet behind the wood?,YN,No,"Yes, No",,,No
images/00/708.jpg,"Tourists are visiting an old people's home . each tourist is leading one old lady , arm in arm . the old ladies are wearing traditional dresses and a hat . the room is decorated with balloons . there is a picture on the wall in the background , and also an old lady carrying a green balloon .",Is the balloons below the tourists?,YN,No,"Yes, No",1.0,,No
