Context_id,Story,Question,Question_Type,Answer,Candidate_Answers,Steps_of_Reasoning,Is_Commonsense_Question,ollama/openchat,ollama/llama3,ollama/mistral,ollama/phi3:mini,ollama/gemma:2b
images/01/1039.jpg,inside photograph of a room with a red carpet . inside photograph of a room with a red carpet. There is a wooden table and a wooden commode to the left . inside photograph of a room with a red carpet. There is a wooden table and a wooden commode to the left. A bed to the right . inside photograph of a room with a red carpet. There is a wooden table and a wooden commode to the left. A bed to the right. Two red armchairs with a round table on the left at the back . inside photograph of a room with a red carpet. There is a wooden table and a wooden commode to the left. A bed to the right. Two red armchairs with a round table on the left at the back. Further curtains and a standard lamp .,Is the red thing inside the room?,YN,Yes,"Yes, No",,True,yes,yes,yes,yes,"**answer: yes**

**explanation:**

* the context describes a room with a red carpet.
* the question asks if the red thing is inside the room.
* based on the context, the red thing is clearly visible in the photographs.
* therefore, the answer is yes."
annotations/00/818.eng,"a dark-skinned , dark-haired girl in red vest is sitting outside boulders in background",Are the boulders in front of the red thing?,YN,No,"Yes, No",2.0,False,yes,"based on step-by-step reasoning:

1. carefully read the context and question.
2. identify the key objects and their attributes, and spatial relations mentioned in the question:
	* the boulders are in the background.
	* the red thing is a vest worn by the girl.
3. answer the question with yes or no:
the boulders are behind the girl, not in front of her. therefore, the answer is:

candidate_answers: no",yes,no,"**step 1:**

* read the context: a dark-skinned, dark-haired girl is sitting outside boulders in the background.
* identify key objects: the main object is the girl. the other objects are the boulders.

**step 2:**

* analyze spatial relations: the girl is sitting outside the boulders.
* based on the context, the girl is sitting in front of the red thing.

**answer: yes**"
images/00/779.jpg,"a dark-skinned , dark-haired boy wearing a blue tee-shirt ( one sleeve green , the other one pink ) is standing in a classroom . a teacher and other kids in the background , and aB26:E140lso a large window ( thus the picture is not very well exposed ) .",Is the blue shirt behind the window?,YN,No,"Yes, No",,True,no,no,no,no,"**step 1: read the context and question**

the context describes a dark-skinned, dark-haired boy wearing a blue tee-shirt. the question is whether the blue shirt is behind the window.

**step 2: identify the key objects and their attributes**

* the key object is the blue shirt.
* the key attribute is the color of the shirt.
* the other objects in the picture are the teacher and other kids in the background, and the large window.

**step 3: based on step by step reasoning, answer the question with yes or no**

yes, the blue shirt is behind the window."
annotations/01/1358.eng,"a multi-storey frame house on the left , a snowcovered mountain in the background on the right behind a couple of trees , and in the foreground a wall decorated with flowers , a garden and a lawn",Is the house to the left of the mountain?,YN,Yes,"Yes, No",2.0,False,yes,"based on step-by-step reasoning:

1. carefully read the context and question.
2. identify the key objects and their attributes, and spatial relations mentioned in the question:
	* the house is to the left of the scene.
	* the mountain is behind a couple of trees, which means it's not directly adjacent to the house.
3. based on step-by-step reasoning: yes",yes,yes,"**step 1:**

* read the context carefully. the question is asking if the house is to the left of the mountain.
* identify the key objects:
    * house
    * mountain
* identify spatial relations:
    * house is to the left of the mountain.

**answer: yes**"
annotations/00/800.eng,"a dark-skinned , dark-haired girl in a light brown jumper with orange edges is standing in front of a desk pictures on a wooden wall in the background",Is the desk behind the light brown thing?,YN,Yes,"Yes, No",2.0,False,yes,"based on step-by-step reasoning:

1. carefully read the context and question.
2. identify the key objects and their attributes:
	* the girl is dark-skinned and has dark hair.
	* she's wearing a light brown jumper with orange edges.
	* there's a desk in front of which she's standing.
	* in the background, there's a wooden wall with pictures on it.
3. based on step-by-step reasoning:
the question asks if the desk is behind the light brown thing (the jumper). since the girl is standing in front of the desk, and the jumper is what she's wearing, it's clear that the desk is not behind the jumper. it's actually in front of her.

answer: no",yes,no,"**step 1:**

* read the context and question carefully.
* the context describes a dark-skinned, dark-haired girl in a light brown jumper with orange edges standing in front of a desk.
* the question asks if the desk is behind the light brown thing.

**step 2:**

* identify the key objects and their attributes:
    * dark-skinned, dark-haired girl: this is the main character.
    * light brown jumper with orange edges: this is the object the girl is standing in front of.
    * desk: this is the object behind the light brown thing.

**step 3:**

* based on the information gathered, we can conclude that the desk is behind the light brown thing.

**answer: yes**"
annotations/01/1361.eng,"a white house with two large windows with wooden frames , two wooden pillars at the terrace with wooden benches and a wooden table there are mountains in the background on the right",Are the benches far from the terrace?,YN,No,"Yes, No",1.0,True,no,"based on step-by-step reasoning:

1. carefully read the context and question.
2. identify the key objects and their attributes, and spatial relations mentioned in the question:
	* the white house with two large windows with wooden frames
	* two wooden pillars at the terrace
	* wooden benches and a wooden table at the terrace
	* mountains in the background on the right
3. based on step-by-step reasoning:

the benches are located at the wooden pillars, which are part of the same structure (the terrace). therefore, the benches are not far from the terrace.

answer: no",no,no,"**step 1:** read the context and question.

the context describes a white house with two large windows, two wooden pillars at the terrace with wooden benches and a wooden table there are mountains in the background on the right.

**step 2:** identify the key objects and their attributes, and spatial relations mentioned in the question.

* **objects:** white house, two large windows, two wooden pillars, wooden benches, wooden table, mountains
* **attributes:** white color, two windows, two pillars, wooden, benches, wooden table, mountains
* **spatial relations:** white house is located on the terrace, two pillars are located at the terrace, two benches are located on the terrace, and mountains are located in the background

**step 3:** based on step by step reasoning, answer the question with yes or no.

yes, the benches are far from the terrace."
annotations/01/1387.eng,"a room with two double beds and a night table with a lamp and a phone in between , a painting above it on the white wall , a light blue ornamental strip and a dark green on the left",Is the phone to the right of the light blue thing?,YN,Yes,"Yes, No",2.0,False,no,"based on step-by-step reasoning:

1. carefully read the context and question.
2. identify the key objects and their attributes, and spatial relations mentioned in the question:
	* the phone is located between two double beds.
	* there's a night table with a lamp and a phone in between.
	* a painting is above it on the white wall.
	* a light blue ornamental strip and a dark green one are present.
3. based on step-by-step reasoning, answer the question:
the phone is located between two double beds, which means it's not directly to the right of anything, including the light blue thing. therefore:

candidate_answers: no","yes (if we consider the night table with the lamp and phone as the ""light blue thing"")",no,"**step 1:** identify the key objects and their attributes.

* two double beds
* night table with a lamp and a phone in between
* painting above it on the white wall
* light blue ornamental strip
* dark green on the left

**step 2:** based on the information, we can deduce the following spatial relationships:

* the phone is closer to the light blue thing than it is to the painting.
* the light blue thing is closer to the phone than it is to the painting.

**step 3:** answer the question with no.

the phone is to the right of the light blue thing, but it is not closer to the light blue thing than it is to the painting."
images/01/1049.jpg,"exterior view of a light brown house , with stairs rising to the entrance of the second floor on the left , a tower with two small windows in the centre . there is an arch below the stairs leading to the entrance of the first floor . Exterior view of a light brown house , with stairs rising to the entrance of the second floor on the left , a tower with two small windows in the centre . There is an arch below the stairs leading to the entrance of the first floor. attached houses on the right . attached houses on the right. blue sky in the background .",Is the arch above the entrance?,YN,No,"Yes, No",1.0,True,no,"based on step-by-step reasoning:

1. carefully read the context and question.
2. identify the key objects and their attributes, and spatial relations mentioned in the question:
	* the arch is below the stairs.
	* the entrance of the first floor is under the arch.
3. answer the question with yes or no:
	* no (the arch is not above the entrance)",yes,no,"**step 1:** identify the key objects and their attributes, and spatial relations mentioned in the question.

* **objects:** light brown house, stairs, tower, arch, attached houses.
* **attributes:** light brown color, stairs, tower, arch, attached houses.
* **spatial relations:** the arch is above the entrance to the first floor.

**step 2:** based on step by step reasoning, answer the question with yes or no.

**answer: yes**"
annotations/01/1425.eng,two single beds made of wood with white bedcovers in a room with white walls and a window with brownish green curtains,Are the bedcovers near the bed?,YN,Yes,"Yes, No",1.0,True,yes,"based on step-by-step reasoning:

1. carefully read the context and question.
2. identify the key objects and their attributes: two single beds made of wood with white bedcovers in a room with white walls and a window with brownish green curtains.
3. key spatial relation mentioned: the bedcovers are on top of the beds.

answer: yes",yes,yes,"**step 1: read the context and question**

the context describes two single beds made of wood with white bedcovers in a room with white walls and a window with brownish green curtains. the question asks if the bedcovers are near the bed.

**step 2: identify the key objects and their attributes**

* two single beds
* white bedcovers
* white walls
* window with brownish green curtains

**step 3: based on step by step reasoning, answer the question with yes or no**

yes, the bedcovers are near the bed. they are located on the bed, which is placed near the window."
annotations/01/1235.eng,"a room with grey walls , a single bed with green , yellow and purple stripes and a bed table on both sides",Is the table near the bed?,YN,Yes,"Yes, No",1.0,False,yes,"based on step-by-step reasoning:

1. carefully read the context and question.
2. identify the key objects and their attributes: room with grey walls, single bed with green, yellow, and purple stripes, and two tables (one on each side of the bed).
3. based on spatial relations mentioned in the question: ""near"" implies proximity to the bed.

answer: yes",yes,"based on step by step reasoning:

1. read context carefully (a room with grey walls, single bed with green, yellow and purple stripes, a table on both sides).
2. identify key objects - the bed and tables; their attributes are color of the bed's stripes and that there is a table near each side of the bed. 
3. answer question based on reasoning: yes","**step 1: read the context and question**

the context describes a room with grey walls. the bed has green, yellow, and purple stripes. there is a bed table on both sides of the bed.

**step 2: identify the key objects and their attributes**

* grey walls
* single bed with green, yellow, and purple stripes
* bed table on both sides of the bed

**step 3: based on step by step reasoning, answer the question with yes or no**

the table is not near the bed. therefore, the answer is no."
annotations/01/1335.eng,"Front view of a house made of red bricks , with large wooden windows and white curtains",Is the red thing touching the house?,YN,Yes,"Yes, No",1.0,True,yes,"based on step-by-step reasoning:

1. carefully read the context and question.
2. identify the key objects and their attributes:
	* the house is made of red bricks.
	* there are large wooden windows.
	* there are white curtains.
3. spatial relations mentioned in the question: none.

answer: no",yes,"based on step by step reasoning:

1. read context - a front view of a brick-made house with large wooden windows and white curtains is given.
2. identify key objects/attributes & spatial relations in the question - the red thing (likely referring to something within or related to the house) touching it? 
3. answer based on reasoning: no, because there's no mention of a ""red"" object that could be physically touching the brick-made structure of the house itself. it might refer to curtains if they are red in color but not necessarily 'touching'. so without further context it is safer to assume no.","**step 1: read the context and question**

the context describes a front view of a house made of red bricks, with large wooden windows and white curtains. the question is asking if the red thing is touching the house.

**step 2: identify the key objects and their attributes**

* red thing: this could be a window, a door, a chimney, or any other object that is red and touches the house.
* house: this is the main object of the question.
* wooden windows and white curtains: these are the two main objects that are touching the house.

**step 3: based on step by step reasoning, answer the question with yes or no**

yes, the red thing is touching the house. the red thing is a window, and the house is the main object of the question."
images/01/1172.jpg,"a room with a grey and turquoise wall and a single bed on the left and on the right , with a white mattress and a blue and grey blanket on top of it . there is also a sleeping bag on the bed on the left and a backpack next to it . there is a fireplace with some ash in between .",Is the ash contain the fireplace?,YN,No,"Yes, No",,,no,no,no,answer: yes,"**step 1:** read the context and question.

the context describes a room with a grey and turquoise wall, a single bed, a white mattress, a blue and grey blanket, a sleeping bag, and a backpack.

**step 2:** identify the key objects and their attributes, and spatial relations mentioned in the question.

* **objects:** bed, fireplace, ash
* **attributes:** colour (grey and turquoise), shape (single bed), material (mattress, blanket, sleeping bag, fireplace)
* **spatial relations:** bed is next to the fireplace, fireplace is next to the bed

**step 3:** based on step by step reasoning, answer the question with yes or no.

the ash is a part of the fireplace, so it is contained by the fireplace. therefore, the answer is **yes**."
annotations/01/1355.eng,"a grey car in front of a three-storey building with white walls and wide windows there is a thatched roof above the entrance on the ground floor , and there are a few people in front of the house",Are the people behind the windows?,YN,No,"Yes, No",2.0,False,no,"based on step-by-step reasoning:

1. carefully read the context and question.
2. identify the key objects and their attributes:
	* grey car in front of a three-storey building with white walls and wide windows.
	* thatched roof above the entrance on the ground floor.
	* a few people in front of the house.
3. based on step-by-step reasoning:

the question asks if the people are behind the windows. since the people are standing in front of the house, not inside or behind the windows, the answer is:

candidate_answers: no",no,no,"**step 1:** read the context and question.

the context describes a grey car in front of a three-storey building with white walls and wide windows. there is a thatched roof above the entrance on the ground floor, and there are a few people in front of the house.

**step 2:** identify the key objects and their attributes, and spatial relations mentioned in the question.

* key object: grey car
* attributes: colour, shape, size
* spatial relations: in front of, above

**step 3:** based on step by step reasoning, answer the question with yes or no.

**answer: yes**

the people are behind the windows, as they are located in front of the building."
annotations/00/848.eng,"a dark-skinned , dark-haired boy in a blue , white and orange striped jumper is standing in a classroom a girl is sitting at a desk behind him two comic figures on the wall in the background",Is the boy have the blue thing?,YN,No,"Yes, No",,True,no,"based on step-by-step reasoning:

1. carefully read the context and question.
2. identify the key objects and their attributes:
	* the boy has a blue, white, and orange striped jumper (not a ""blue thing"").
3. spatial relations mentioned in the question: none.

answer: no",yes,yes,"**step 1:** read the context and question carefully.

the context describes a dark-skinned, dark-haired boy in a blue, white, and orange striped jumper standing in a classroom. two comic figures are also on the wall in the background.

**step 2:** identify the key objects and their attributes, and spatial relations mentioned in the question.

* **object:** boy
* **color:** blue, white, and orange
* **shape:** no specific shape mentioned
* **spatial relation:** standing in a classroom

**step 3:** based on step by step reasoning, answer the question with yes or no.

**answer: yes**"
annotations/01/1215.eng,"a room with white walls , ( red with blue squares behind the ) two single beds with white and blue striped bedcover",Is the red thing in front of the striped things?,YN,Yes,"Yes, No",,False,yes,"i'll follow the steps to answer the question.

1. carefully read the context and question.
2. identify the key objects and their attributes:
	* red thing (unknown shape or size)
	* striped things (bedcovers on single beds)
3. based on step-by-step reasoning:
	* the red thing is mentioned as being behind the blue squares, which are presumably a wall or a screen.
	* the striped things are bedcovers on single beds, and they're not explicitly mentioned to be in front of anything.

answer: no",no,no,"**step 1:** read the context and question.

the context describes a room with white walls. the question asks if the red thing is in front of the striped things.

**step 2:** identify the key objects and their attributes, and spatial relations mentioned in the question.

* red thing: the red thing is not specified in the context, so it is not a key object.
* striped things: the striped things are also not specified in the context, so they are also not key objects.
* white walls: the white walls are a key object, as they are mentioned in the context.
* two single beds: the two single beds are also key objects, as they are mentioned in the context.

**step 3:** based on step by step reasoning, answer the question with yes or no.

the red thing is not in front of the striped things, so the answer is no."
annotations/00/828.eng,"a dark-skinned , dark-haired boy wearing a grey pullover is sitting at his desk in his classroom there are some of his classmates in the background",Are the classmates in front of the grey thing?,YN,No,"Yes, No",2.0,False,no,"based on step-by-step reasoning:

1. carefully read the context and question.
2. identify the key objects and their attributes, and spatial relations mentioned in the question:
	* the boy is sitting at his desk with a grey pullover.
	* there are classmates in the background.
3. answer the question based on spatial reasoning:
	* since the classmates are in the background, they cannot be in front of the grey thing (the pullover).

answer: no",yes,no,"**step 1:** read the context and question carefully.

the context describes a dark-skinned, dark-haired boy sitting at his desk in his classroom. there are some classmates in the background.

**step 2:** identify the key objects and their attributes, and spatial relations mentioned in the question.

* **objects:** the key object is the dark-skinned, dark-haired boy.
* **attributes:** the boy is wearing a grey pullover.
* **spatial relations:** the boy is sitting at his desk, which is located in the classroom.

**step 3:** based on step by step reasoning, answer the question with yes or no.

**answer: yes**"
images/00/719.jpg,"a volunteer , squatting down and browsing through a school book . school children around her , looking at the book too . in the background there is a table with school equipment on it . the kid in the foreground is holding a pencil .",Are the other boys above the book?,YN,No,"Yes, No",1.0,,no,"based on step-by-step reasoning:

1. carefully read the context and question.
2. identify the key objects and their attributes, and spatial relations mentioned in the question:
	* the volunteer is squatting down and browsing through a school book.
	* school children are around her, looking at the book too.
	* in the background, there is a table with school equipment on it.
	* the kid in the foreground is holding a pencil.

3. based on step-by-step reasoning:
	* since the volunteer is squatting down and browsing through the book, she is likely below the level of the book.
	* the other boys are around her, looking at the book too, which means they are also likely to be below the level of the book, since they are standing or sitting near the volunteer.

answer: no",no,no,"**step 1:**

* read the context and question carefully.
* identify the key objects and their attributes:
    * book
    * table with school equipment
    * kids around the book
    * pencil
* the pencil is the object that is being held and is above the book.

**step 2:**

* based on the key objects and their attributes, we can conclude that the other boys are above the book.

**answer: yes**"
annotations/01/1353.eng,"White , three story building flat roof upper level has balcony wooden roof over entrance",Is the wooden thing over the entrance?,YN,Yes,"Yes, No",,True,yes,"based on step-by-step reasoning:

1. carefully read the context and question.
2. identify the key objects and their attributes:
	* the building has a flat roof (upper level).
	* there is a balcony with a wooden roof over the entrance.
3. based on spatial relations mentioned in the question:
	* the wooden roof is over the entrance.

answer: yes",yes,yes,"**step 1: read the context and question**

the context describes a white building with a three-story flat roof. the upper level of the building has a balcony with a wooden roof over the entrance.

**step 2: identify the key objects and their attributes**

* white building
* three-story flat roof
* balcony
* wooden roof

**step 3: based on step by step reasoning, answer the question with yes or no**

yes, the wooden roof is over the entrance."
annotations/01/1389.eng,"a bald room with white walls , two bunk beds made of wood with white bedcovers , towels and pillows ( white and orange )",Is the white and orange things contain the beds?,YN,Yes,"Yes, No",,True,no,"based on step-by-step reasoning:

1. carefully read the context and question.
2. identify the key objects and their attributes, and spatial relations mentioned in the question:
	* the white and orange things are towels and pillows.
	* the beds are two bunk beds made of wood with white bedcovers.
3. based on step-by-step reasoning:

the white and orange things (towels and pillows) are not contained within the beds. they are separate objects placed in the room.

answer: **no**",yes,no,"**step 1: read the context and question**

the context describes a room with white walls and white bedcovers, towels, and pillows. the question asks if the white and orange things contain the beds.

**step 2: identify the key objects and their attributes**

* white walls
* two bunk beds made of wood with white bedcovers, towels, and pillows (white and orange)

**step 3: based on step by step reasoning, answer the question with yes or no**

the white and orange things are part of the beds, so the answer is yes."
annotations/01/1361.eng,"a white house with two large windows with wooden frames , two wooden pillars at the terrace with wooden benches and a wooden table there are mountains in the background on the right",Are the mountains to the left of the windows?,YN,No,"Yes, No",2.0,False,no,"based on step-by-step reasoning:

1. carefully read the context and question.
2. identify the key objects and their attributes, and spatial relations mentioned in the question:
	* the white house with two large windows with wooden frames.
	* the mountains are in the background on the right.
3. answer the question based on step-by-step reasoning:
	* since the mountains are in the background on the right, they cannot be to the left of the windows.

answer: no","""no""",no,"**step 1:** read the context and question.

the context describes a white house with two large windows, two wooden pillars at the terrace with wooden benches and a wooden table, and mountains in the background on the right.

**step 2:** identify the key objects and their attributes, and spatial relations mentioned in the question.

* **objects:** white house, windows, pillars, terrace, table, mountains
* **attributes:** wooden, two, large, wooden, two, wooden, wooden, mountains

**step 3:** based on step by step reasoning, answer the question with yes or no.

**answer: yes**

the mountains are to the left of the windows."
images/01/1040.jpg,arched entrance to a hotel with a revolving glass door and a well exposed flower pot on each side of the entrance .,Is the Pot above the hotel?,YN,No,"Yes, No",3.0,,no,"based on step-by-step reasoning:

1. carefully read the context and question.
2. identify the key objects and their attributes, and spatial relations mentioned in the question:
	* the arched entrance to a hotel with a revolving glass door.
	* well-exposed flower pots on each side of the entrance.
3. based on step-by-step reasoning:

the pots are located on either side of the entrance, which means they are below the level of the entrance and the hotel itself.

answer: **no**",no,no,"**step 1: read the context and question**

the context describes an arched entrance to a hotel with a revolving glass door and flower pots on either side of the entrance. the question asks if the pot is above the hotel.

**step 2: identify the key objects and their attributes**

* **objects:** hotel, glass door, flower pot
* **attributes:** shape (arched), material (glass), size (large)

**step 3: based on step by step reasoning, answer the question with yes or no**

yes, the pot is above the hotel."
annotations/00/818.eng,"a dark-skinned , dark-haired girl in red vest is sitting outside boulders in background",Is the hair behind the boulders?,YN,Yes,"Yes, No",,False,no,"based on step-by-step reasoning:

1. carefully read the context and question.
2. identify the key objects and their attributes: girl, hair, boulders.
3. spatial relations mentioned in the question: ""outside"" (implies the boulders are behind the girl).

answer: no",no,no,"**step 1: read the context and question**

the context describes a dark-skinned, dark-haired girl in a red vest sitting outside boulders. the question is asking if her hair is behind the boulders.

**step 2: identify the key objects and their attributes**

* girl: dark-skinned, dark-haired
* boulders: not specified in the context

**step 3: based on step by step reasoning, answer the question with yes or no**

yes, the hair is behind the boulders."
