Context_id,Story,Question,Question_Type,Answer,Candidate_Answers,Steps_of_Reasoning,Is_Commonsense_Question,ollama/openchat,ollama/llama3,ollama/mistral,ollama/phi3:mini,ollama/gemma:2b
annotations/00/834.eng,"a dark-skinned , dark-haired girl in black vest is sitting at a desk outside the classroom grey brick walls at the back a cardboard box is standing on the sandy floor on the left",Is the desk near the black thing?,YN,Yes,"Yes, No",2,TRUE,yes,yes,yes,no,"**yes**

**key objects and attributes:**

* dark-skinned, dark-haired girl: this is the subject of the question.
* black vest: this is the object the girl is sitting on.
* grey brick walls: these are the walls of the classroom.
* cardboard box: this is standing on the sandy floor on the left.

**spatial relationships:**

* the desk is sitting on the black vest.
* the cardboard box is standing on the sandy floor.

**conclusion:**

the desk is near the black thing, so the answer is yes."
images/01/1084.jpg,"Interior view of a room with white walls , divided into two parts by a small wooden rail . there is a double bed , a night table and a bed lamp in the foreground . there is a coffee table with a sofa and chairs around and pictures are hanging on the wall in the background .",Is the sofa above the chairs?,YN,No,"Yes, No",,,no,no,no,no,"**yes**

the sofa is above the chairs in the room. the context describes the room as divided into two parts by a wooden rail, with the sofa and chairs located in one part and the bed and other furniture in the other part."
annotations/01/1342.eng,"a narrow , long courtyard of a brown house with wooden doors , white door frames and many pictures on the walls there are many plants , wooden chairs and flower pots",Are the plants below the pictures?,YN,Yes,"Yes, No",2,TRUE,no,no,no,no,"**step 1: read the context and question**

the context describes a narrow, long courtyard of a brown house with wooden doors, white door frames, and many pictures on the walls. there are also many plants, wooden chairs, and flower pots.

**step 2: identify the key objects and their attributes**

* brown house
* wooden doors and frames
* plants
* wooden chairs
* flower pots

**step 3: identify the spatial relationships between the entities**

* the plants are located in the courtyard.
* the pictures are located above the plants.
* the wooden chairs are located near the plants.

**step 4: answer the question**

yes, the plants are below the pictures."
annotations/01/1425.eng,two single beds made of wood with white bedcovers in a room with white walls and a window with brownish green curtains,Is the bed in the room?,YN,Yes,"Yes, No",,TRUE,yes,yes,yes,yes,"yes.

**key objects and attributes:**

* two single beds made of wood with white bedcovers
* white walls
* window with brownish green curtains

**spatial relationships:**

* the beds are placed in a room.
* the room has white walls.
* the window has brownish green curtains.

**conclusion:**

the bed is in the room."
images/01/1010.jpg,"a dark-skinned boy wearing a black cap with a red shield , a purple jacket with dark green sleeves and red pants is standing in front of a grey wall .",Are the red thing and green thing touching?,YN,Yes,"Yes, No",1,TRUE,no,yes,yes,no,"**step 1: identify the key objects and their attributes**

* red thing: color is red
* green thing: color is green
* boy: shape is a human body
* jacket: color is dark green
* pants: color is red

**step 2: identify the spatial relationships between the entities**

* the red thing and green thing are standing in front of each other.
* the boy is standing in front of the wall.

**step 3: answer the question based on step by step reasoning**

yes, the red thing and green thing are touching."
images/01/1126.jpg,"a room with walls made of wood and a large window with white curtains on the left . there is a double bed with a red bedcover in the centre , with an orange mosquito net above it .",Is the window in the wood things?,YN,Yes,"Yes, No",,,no,no,no,no,"**step 1: read the context and question**

the context describes a room with walls made of wood and a large window with white curtains on the left. there is a double bed with a red bedcover in the center, with an orange mosquito net above it.

**step 2: identify the key objects and their attributes**

* walls: made of wood
* window: white curtains
* bed: double bed with red bedcover
* mosquito net: orange

**step 3: identify the spatial relationships between the entities**

* the window is located on the left side of the room.
* the bed is located in the center of the room.
* the mosquito net is suspended above the bed.

**step 4: answer the question**

yes, the window is in the room made of wood."
images/01/1000.jpg,"a dark-skinned boy wearing a knitted woolly hat and a light and dark grey striped jumper with a grey zip , leaning on a grey wall .",Are the hat and zip touching?,YN,No,"Yes, No",1,TRUE,no,no,no,no,"**yes**

the hat and zip are touching because they are both worn on the same person's head and body."
images/01/1322.jpg,"a room with white walls and a single bed made of wood . A room with white walls and a single bed made of wood. There is a night table and a lamp on the left , and a wooden window with brownish curtains on the right .",Is the lamp above the bed?,YN,No,"Yes, No",2,,no,no,no,no,"**step 1: read the context and question**

the context describes a room with white walls and a single bed made of wood. it also mentions a night table and a lamp on the left, and a wooden window with brownish curtains on the right.

**step 2: identify the key objects and their attributes**

* white walls: color
* bed: material (wood)
* night table: location (on the left)
* lamp: location (on the left)
* window: material (wooden), color (brownish)

**step 3: identify the spatial relationships between the entities**

* the lamp is located on the left side of the bed.
* the bed is located in the center of the room.
* the night table is located on the left side of the bed.

**step 4: answer the question**

yes, the lamp is above the bed."
images/00/692.jpg,"there are two social workers in the foreground . one wearing a red pullover and brown pants is bending over to access the blue paint . the other one in a red tee-shirt and black jeans is watching her . at the back of the room there is another worker wearing a white tee-shirt and blue jeans , acutally painting . there are many newspapers on the ground to protect the kindergarten floor . all three workers are wearing a mask .",Is the paint below the worker?,YN,Yes,"Yes, No",,FALSE,yes,yes,yes,no,"no, the paint is not below the worker.

based on the context, the paint is above the worker."
annotations/00/826.eng,"a dark-skinned , dark-haired girl wearing a red coat is sitting at a desk in front of a building",Is the red thing touching the building?,YN,No,"Yes, No",2,FALSE,no,yes,yes,no,"**yes**

**key objects:**

* girl: dark-skinned, dark-haired
* building: concrete structure

**spatial relationships:**

* the girl is sitting at a desk in front of the building.

**conclusion:**

the red thing is touching the building."
annotations/00/805.eng,"a dark-skinned , dark-haired girl in a blue pullover",Is the hair far from the blue thing?,YN,No,"Yes, No",1,TRUE,no,no,yes,no,"**step 1: read the context and question**

the context describes a dark-skinned, dark-haired girl in a blue pullover. the question asks if her hair is far from the blue thing.

**step 2: identify the key objects and their attributes**

* key object: dark-skinned, dark-haired girl
* attribute: hair
* key attribute: far from the blue thing

**step 3: identify the spatial relationships between the entities**

* the hair is located on the head of the girl.
* the blue thing is not mentioned in the context, so its location is irrelevant.

**step 4: answer the question**

yes, the hair is far from the blue thing."
images/00/685.jpg,"a large , black plastic bag with four packs of pasta , a folder , a leaflet , a small book and cacao powder on a table . there is a second , empty table in the background .",Is the empty table in front of the leaflet?,YN,No,"Yes, No",1,TRUE,no,no,no,no,"**answer: yes**

the context describes a large, black plastic bag with four packs of pasta, a folder, a leaflet, a small book, and cacao powder on a table. there is also a second, empty table in the background. the question is asking if the empty table is in front of the leaflet. based on the context, the empty table is in front of the leaflet, so the answer is yes."
images/00/738.jpg,Excited kids are standing at their desks in a classroom . some of them seem to be very happy and are laughing . there are pictures of trees on the wall at the back . two girls have an open book on their desk .,Is the book behind the wall?,YN,No,"Yes, No",1,,no,no,no,no,"**yes**

**key objects:**

* children
* desk
* wall
* pictures of trees

**spatial relationships:**

* the book is located behind the wall.

**conclusion:**

the book is behind the wall."
annotations/00/803.eng,"a dark-skinned , dark-haired boy in a white shirt and a green tee-shirt , putting his index finger of his left hand in his mouth other school kids are sitting on their tables in front of a blackboard in the background",Is the boy's mouth in his left index finger?,YN,No,"Yes, No",,FALSE,yes,no,yes,no,"**answer: yes**

**explanation:**

* the context describes a dark-skinned, dark-haired boy.
* the question asks if the boy's mouth is in his left index finger.
* the question identifies the key objects: the boy and his mouth.
* the spatial relationship between the objects is that the mouth is located in the boy's left index finger."
annotations/00/869.eng,"a dark-skinned , dark-haired girl in grey tee-shirt is sitting at a desk in a classroom",Is the desk touching the boy?,YN,Yes,"Yes, No",,TRUE,no,no,no,no,"**yes**

**key objects:**

* dark-skinned , dark-haired girl
* desk

**spatial relationships:**

* the desk is sitting at a desk.

**conclusion:**

the desk is touching the boy."
annotations/01/1370.eng,"front view of a white building with a street on the left , a wooden fence at the entrance at the front , three big windows and a big door and a little canopy above it there are potted plants in front of the house on the right",Is the street left of the windows?,YN,Yes,"Yes, No",,FALSE,yes,yes,yes,yes,"**step 1: read the context and question**

the context describes a front view of a white building with a street on the left, a wooden fence at the entrance, three big windows and a big door and a little canopy above it there are potted plants in front of the house on the right.

**step 2: identify the key objects and their attributes**

* street: left
* windows: three
* door: big
* canopy: little

**step 3: identify the spatial relationships between the entities**

* the street is located left of the windows.

**answer: yes**"
images/01/1321.jpg,"A dark blue building with a large glass door as entrance with the reflection of the opposite street side . there are little cactuses in a small flower pot on the left , and there is another big window on the second floor .",Are the cactuses inside the pot?,YN,Yes,"Yes, No",,TRUE,yes,yes,yes,yes,"**step 1: read the context and question**

the context describes a dark blue building with a large glass door as entrance. there are little cactuses in a small flower pot on the left, and there is another big window on the second floor.

**step 2: identify the key objects and their attributes**

* building: dark blue
* door: large glass door
* pot: small flower pot
* cactuses: none

**step 3: identify the spatial relationships between the entities**

* the building is located on the left side of the street.
* the pot is located on the left side of the building.
* the window on the second floor is located on the right side of the building.

**step 4: answer the question**

no, the cactuses are not inside the pot."
annotations/00/835.eng,"a dark-skinned , dark-haired girl in a grey tee-shirt is standing in front of a blue wall",Is the grey thing behind the blue thing?,YN,No,"Yes, No",2,FALSE,yes,no,no,no,"**step 1:** read the context and question.

the context describes a dark-skinned, dark-haired girl standing in front of a blue wall. the question asks if the grey thing is behind the blue thing.

**step 2:** identify the key objects and their attributes mentioned in the question.

* girl: dark-skinned, dark-haired
* wall: blue

**step 3:** identify the spatial relationships between the entities.

* the girl is standing in front of the wall.

**step 4:** answer the question based on step by step reasoning.

yes, the grey thing is behind the blue thing."
annotations/01/1229.eng,"a room with yellow walls with a painting and some parts with natural stones there is a king-sized bed made of wood with light-pinkish bedcover and two white towels , a bedside lamp and a wooden chair",Is the light pink thing inside the bed?,YN,No,"Yes, No",,FALSE,no,no,no,no,"**step 1: identify the key objects and their attributes**

* yellow walls
* painting
* some parts with natural stones
* king-sized bed
* light-pinkish bedcover
* two white towels
* bedside lamp
* wooden chair

**step 2: identify the spatial relationships between the entities**

* the light pink thing is located inside the bed.
* the bed is placed on the floor.
* the painting is placed on the bed.
* the natural stones are placed on the bed.

**step 3: answer the question**

yes, the light pink thing is inside the bed."
annotations/00/856.eng,"a dark-skinned boy is wearing a black cap with an A on it , a grey and purple pullover and a black jacket which is red on the inside grass , stones and some garbage in the background",Is the a far from the jacket?,YN,No,"Yes, No",,TRUE,no,no,yes,no,"**step 1: identify the key objects and their attributes**

* dark-skinned boy: this is the main object.
* black cap with an a on it: this is a key object with specific attributes.
* grey and purple pullover: this is another key object with specific attributes.
* black jacket with red inside grass, stones, and garbage: this is a key object with specific attributes.

**step 2: identify the spatial relationships between the entities**

* the boy is wearing a cap, a pullover, and a jacket.
* the cap, pullover, and jacket are all worn on the body.
* the jacket is red on the inside, suggesting it is worn on the body.

**step 3: answer the question based on step by step reasoning**

no, the jacket is not far from the boy. the context does not provide any information about the distance between the objects."
images/00/962.jpg,"a dark-haired , dark-skinned girl wearing a traditional green hat , blue pullover , light green necklace and earrings . a dark-haired , dark-skinned girl wearing a traditional green hat , blue pullover , light green necklace and earrings. blue sky in background .",Is the sky over othe necklace?,YN,Yes,"Yes, No",,TRUE,no,no,no,no,"**step 1: identify the key objects and their attributes**

* girl: dark-haired, dark-skinned
* hat: traditional green hat
* jacket: blue pullover
* necklace: light green necklace and earrings

**step 2: identify the spatial relationships between the entities**

* the girl is wearing a hat, jacket, and necklace.
* the sky is located in the background.

**step 3: answer the question based on step by step reasoning**

yes, the sky is over the necklace."
annotations/01/1367.eng,"two single beds with blue bedcovers , a night table each with lamps on both sides , a picture over each of the beds on the light brown wall , and a very wide window with white curtains in the background on the right",Is the white thing behind the lamps?,YN,Yes,"Yes, No",,FALSE,no,no,no,no,"**step 1:** read the context and question.

the context describes a room with two single beds, a night table with lamps on both sides, a picture over each bed, and a window with white curtains.

**step 2:** identify the key objects and their attributes mentioned in the question.

- two single beds with blue bedcovers
- a night table with lamps on both sides
- a picture over each bed
- a window with white curtains

**step 3:** identify the spatial relationships between the entities.

- the white thing is located behind the lamps.
- the lamps are placed on both sides of the beds.
- the picture is placed over each bed.

**step 4:** answer the question based on step by step reasoning.

yes, the white thing is behind the lamps."
images/00/949.jpg,"a dark-skinned , dark-haired girl wearing a black hat , a white cardigan and a red poncho . a dark-skinned , dark-haired girl wearing a black hat , a white cardigan and a red poncho. exterior shot . short grass and some garbage in the background .",Are the red thing and black thing touching?,YN,No,"Yes, No",1,TRUE,no,no,no,no,"**yes**

**key objects:**

* dark-skinned girl
* dark-haired girl
* black hat
* white cardigan
* red poncho

**spatial relationships:**

* the red thing and black thing are touching because they are both wearing a black hat and a white cardigan.

**answer: yes**"
annotations/01/1205.eng,"a brown house with large windows and flags above the entrance , and the white writing Hotel Peregrino",Is the flags under the entrance?,YN,No,"Yes, No",,FALSE,yes,no,yes,yes,"**step 1: read the context and question**

the context describes a brown house with large windows and flags above the entrance. the question asks if the flags are under the entrance.

**step 2: identify the key objects and their attributes**

* brown house: this is the main object in the scene.
* large windows: these are the windows in the entrance.
* flags: these are the objects hanging above the entrance.

**step 3: identify the spatial relationships between the entities**

* the flags are located above the entrance.
* the entrance is located in the center of the house.

**step 4: answer the question**

yes, the flags are under the entrance."
annotations/01/1226.eng,"a room with grey walls , two single beds made of wood and yellow and blue bedcover there are night tables with burning bedside lamps on each of the sides there is a white , wooden door in the background on the right , and a painting on the wall above the bed",Are the lamps near the yellow and blue things?,YN,Yes,"Yes, No",2,FALSE,yes,yes,yes,no,"**step 1: read the context and question**

the context describes a room with grey walls, two single beds made of wood, yellow and blue bedcover, night tables with burning bedside lamps on each side, a white, wooden door in the background on the right, and a painting on the wall above the bed.

**step 2: identify the key objects and their attributes**

* **objects:**
    * two single beds
    * night tables with burning bedside lamps
    * white wooden door
    * painting on the wall
* **attributes:**
    * wood
    * yellow and blue bedcover
    * burning bedside lamps
    * white color

**step 3: identify the spatial relationships between the entities**

* the lamps are placed on the night tables, which are placed near the beds.
* the beds are placed near the door.
* the door is placed on the right side of the room.

**step 4: answer the question**

yes, the lamps are near the yellow and blue things."
annotations/01/1352.eng,"Two single beds , made of wood , painted white , with red and orange bedcovers white door on the right window with red curtains on the left",Is the orange things right of the door?,YN,No,"Yes, No",,FALSE,no,yes,yes,no,"**step 1: read the context and question**

the context describes two single beds, made of wood, painted white, with red and orange bedcovers. there is also a white door on the right window with red curtains on the left.

**step 2: identify the key objects and their attributes**

* two single beds
* two bedcovers (one red and one orange)
* white door
* white curtains

**step 3: identify the spatial relationships between the entities**

* the beds are placed side by side, with the door on the right window.
* the bedcovers are placed on the beds, with the red bedcover on the left and the orange bedcover on the right.

**step 4: answer the question**

yes, the orange things are right of the door."
annotations/01/1358.eng,"a multi-storey frame house on the left , a snowcovered mountain in the background on the right behind a couple of trees , and in the foreground a wall decorated with flowers , a garden and a lawn",Is the house to the left of the mountain?,YN,Yes,"Yes, No",2,FALSE,yes,yes,yes,yes,"**step 1: identify the key objects and their attributes**

* house: it is the main object of interest.
* mountain: it is a prominent object in the background.
* trees: they are objects that are close to the house.
* wall: it is a structure that surrounds the garden.
* garden: it is an area of land with plants and flowers.
* lawn: it is a large area of grass.

**step 2: identify the spatial relationships between the entities**

* the house is located on the left side of the mountain.
* the mountain is located behind the trees.
* the wall surrounds the garden.

**step 3: answer the question**

yes, the house is to the left of the mountain."
images/00/947.jpg,"a dark-haired , dark-skinned girl wearing a red vest and a long necklace standing in the backyard of two grey houses . a dark-haired , dark-skinned girl wearing a red vest and a long necklace standing in the backyard of two grey houses. Some dowels are lying around in the background .",Are the red thing and black thing touching?,YN,Yes,"Yes, No",1,TRUE,no,no,no,no,"**yes**

**key objects:**

* red thing
* black thing

**spatial relationships:**

* the red thing and black thing are standing in the backyard of two grey houses.

**conclusion:**

the red thing and black thing are touching."
annotations/01/1216.eng,"a bungalow with two hammocks in front of the entrance and two trees next to it there are people at the entrance , and a meadow and a forest in the background",Are the trees far from the hammocks?,YN,No,"Yes, No",2,FALSE,no,no,yes,no,"**step 1: identify the key objects and their attributes**

* objects: bungalow, two hammocks, two trees, meadow, forest

* attributes:
    * bungalow: shape, color, location
    * hammocks: number, material, location
    * trees: species, number, size, location
    * meadow: type, vegetation, location
    * forest: type, vegetation, location

**step 2: identify the spatial relationships between the entities**

* the trees are located next to the hammocks.
* the trees are located in the background, far from the entrance.

**step 3: answer the question**

no, the trees are not far from the hammocks."
annotations/00/853.eng,"a dark-skinned , dark-haired boy in a very colourful pullover is standing in between two desks in a classroom there is a poster on the red brick wall in the background",Is the colorful thing behind the poster?,YN,No,"Yes, No",2,FALSE,no,no,no,no,"**yes**

**key objects and attributes:**

* dark-skinned, dark-haired boy
* poster on the red brick wall
* colorful pullover

**spatial relationships:**

* the colorful thing is located behind the poster.
* the poster is located on the red brick wall.

**conclusion:**

the answer is yes."
annotations/01/1375.eng,"front view of a yellow two-storey building with a hedge in front of it the ground level has several arches with white columns behind it there is a higher white house , more houses in the background on the left , and the writing Hotel Real on the very left",Is the writing left of the yellow thing?,YN,Yes,"Yes, No",,FALSE,yes,yes,yes,no,"**step 1: read the context and question**

the context describes a front view of a building with a hedge in front of it. the ground level has several arches with white columns behind it. there is a higher white house, more houses in the background on the left, and the writing hotel real on the very left.

**step 2: identify the key objects and their attributes**

* yellow building
* hedge
* ground level arches with white columns
* higher white house
* houses in the background
* writing: hotel real

**step 3: identify the spatial relationships between the entities**

* the writing is located left of the yellow building.
* the yellow building is located in front of the hedge.
* the ground level arches are located behind the yellow building.

**step 4: answer the question**

yes, the writing is left of the yellow thing."
annotations/01/1404.eng,"a room with a double bed made of wood , light pink walls , pillows and bedcovers there are night tables on both sides , a phone on the right , two lamps above the beds , a painting on the left and a window with a curtain on the very left",Is the bed in the bedcovers?,YN,Yes,"Yes, No",,TRUE,yes,no,yes,yes,"**step 1: read the context and question**

the context describes a room with furniture and a bed. the question asks if the bed is in the bedcovers.

**step 2: identify the key objects and their attributes**

* bed: made of wood, light pink walls, pillows, bedcovers, night tables on both sides, phone on the right, two lamps above the beds, painting on the left, and a window with a curtain on the very left.

**step 3: identify the spatial relationships between the entities**

* the bed is placed on the floor.
* the bedcovers are placed on the bed.

**step 4: answer the question**

yes, the bed is in the bedcovers."
annotations/01/1381.eng,"two single beds made of wood with white bedcovers in a room with a reddish brown wall on the left , a white wall behind the beds and white tiles",Are the bedcovers to the right of the brown thing?,YN,Yes,"Yes, No",2,FALSE,no,no,no,no,"**step 1: identify the key objects and their attributes**

* two single beds made of wood with white bedcovers
* reddish brown wall on the left
* white wall behind the beds
* white tiles

**step 2: identify the spatial relationships between the entities**

* the beds are placed side by side, forming a wall.
* the wall is located on the left side of the room.
* the wall behind the beds is white.
* the tiles are white.

**step 3: answer the question based on step by step reasoning**

yes, the bedcovers are to the right of the brown thing."
annotations/01/1347.eng,"Room with wooden walls , one wooden bed with two pillows and white and green bedcovers with red and blue flowers on it",Are the pillows far from the bed?,YN,No,"Yes, No",1,TRUE,no,no,no,no,"**step 1: read the context and question**

the context describes a room with wooden walls. the question asks if the pillows are far from the bed.

**step 2: identify the key objects and their attributes**

* **objects:** bed, pillows
* **attributes:** wood, pillows, color (red and blue)

**step 3: identify the spatial relationships between the entities**

* the bed is positioned in the center of the room.
* the pillows are placed on the bed.

**step 4: answer the question**

yes, the pillows are far from the bed."
annotations/01/1215.eng,"a room with white walls , ( red with blue squares behind the ) two single beds with white and blue striped bedcover",Is the stripped things in the beds?,YN,No,"Yes, No",,TRUE,yes,no,yes,yes,"**step 1: read the context and question**

the context describes a room with white walls. the question asks if the stripped things in the beds are red with blue squares.

**step 2: identify the key objects and their attributes**

* white walls
* two single beds with white and blue striped bedcover

**step 3: identify the spatial relationships between the entities**

* the white walls are adjacent to the two beds.
* the beds are placed on the white walls.

**step 4: answer the question**

yes, the stripped things in the beds are red with blue squares."
images/01/1049.jpg,"exterior view of a light brown house , with stairs rising to the entrance of the second floor on the left , a tower with two small windows in the centre . there is an arch below the stairs leading to the entrance of the first floor . Exterior view of a light brown house , with stairs rising to the entrance of the second floor on the left , a tower with two small windows in the centre . There is an arch below the stairs leading to the entrance of the first floor. attached houses on the right . attached houses on the right. blue sky in the background .",Is the houses above the sky?,YN,No,"Yes, No",,TRUE,no,no,no,no,"no, the houses are not above the sky.

the context describes an exterior view of a light brown house with stairs leading to the entrance of the second floor on the left, a tower with two small windows in the center, and an arch below the stairs leading to the entrance of the first floor. the houses are not depicted as being above the sky."
images/01/1100.jpg,"a room with white walls , two wooden single beds , one with a blue blanket , the other one with a green , light pink and light purple striped blanket . wooden door at the back , and a poster on the wall .",Is the poster under the beds?,YN,No,"Yes, No",,,no,no,no,no,"**step 1: identify the key objects and their attributes**

* white walls
* two wooden single beds
* one with a blue blanket
* one with a green, light pink and light purple striped blanket
* wooden door at the back
* poster on the wall

**step 2: identify the spatial relationships between the entities**

* the poster is located between the two beds.
* the poster is not under the beds.

**answer: no**"
images/00/963.jpg,"a dark-skinned , dark-haired girl wearing a black hat , a grey tee-shirt , a dark green vest and a light green poncho , is standing in the backyard of a house . a white painted house with a thatched roof and a wooden fence in the background . there is also a plastic bag in front of the fence .",Is the house disconnected the roof?,YN,No,"Yes, No",,TRUE,no,no,no,no,"**yes**

the context describes a dark-skinned , dark-haired girl wearing a black hat , a grey tee-shirt , a dark green vest and a light green poncho , standing in the backyard of a house . the house is white painted with a thatched roof and a wooden fence in the background . there is also a plastic bag in front of the fence ."
